timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
14:46:38.572,0.03,-0.0,0.0,-4.43,0.55,-1.33
14:46:38.579,0.02,0.0,0.01,-4.46,0.57,-1.53
14:46:38.586,0.03,-0.01,0.01,-4.52,0.69,-1.7
14:46:38.594,0.02,0.0,0.01,-4.41,0.89,-1.99
14:46:38.601,0.03,0.0,0.0,-4.33,1.09,-2.07
14:46:38.608,0.03,0.01,0.0,-4.29,0.91,-2.37
14:46:38.616,0.03,-0.0,0.01,-4.05,1.04,-2.41
14:46:38.623,0.03,0.0,0.01,-4.27,1.2,-2.76
14:46:38.630,0.02,0.01,0.0,-4.29,1.22,-2.87
14:46:38.637,0.02,-0.0,0.01,-4.09,1.38,-3.15
14:46:38.645,0.03,0.01,-0.0,-4.13,1.48,-3.42
14:46:38.652,0.03,0.01,-0.0,-4.23,1.49,-3.67
14:46:38.659,0.03,-0.01,0.01,-4.44,1.69,-3.7
14:46:38.666,0.03,0.01,0.0,-4.12,1.73,-4.04
14:46:38.674,0.03,0.0,0.01,-4.06,1.95,-4.2
14:46:38.681,0.03,0.0,0.01,-3.93,1.86,-6.47
14:46:38.688,0.03,-0.0,-0.0,-3.93,1.9,-4.63
14:46:38.695,0.03,-0.0,0.01,-4.11,2.11,-4.87
14:46:38.703,0.03,0.0,0.01,-4.04,2.2,-5.15
14:46:38.710,0.03,-0.0,0.01,-3.98,2.35,-5.58
14:46:38.717,0.03,-0.0,0.01,-3.76,2.4,-5.79
14:46:38.725,0.02,0.0,0.0,-3.98,2.43,-5.89
14:46:38.732,0.03,-0.0,0.0,-5.85,2.57,-6.24
14:46:38.739,0.03,0.0,0.0,-3.9,2.49,-6.26
14:46:38.746,0.03,-0.01,0.0,-3.94,2.58,-6.67
14:46:38.754,0.01,0.0,0.01,-3.85,2.81,-6.67
14:46:38.761,0.02,0.0,0.01,-3.66,2.79,-6.9
14:46:38.768,0.01,-0.0,0.01,-3.95,2.91,-7.18
14:46:38.775,0.01,0.0,0.01,-5.81,3.01,-7.38
14:46:38.783,0.0,0.0,0.0,-3.71,3.01,-7.47
14:46:38.790,0.0,0.0,0.0,-3.77,3.02,-7.6
14:46:38.797,0.0,0.0,-0.0,-3.87,3.12,-7.7
14:46:38.804,-0.0,0.01,0.01,-3.84,2.95,-7.77
14:46:38.812,-0.0,-0.0,0.0,-3.76,3.18,-8.04
14:46:38.819,-0.0,0.0,-0.0,-3.65,3.15,-8.16
14:46:38.826,-0.0,-0.0,-0.01,-3.79,3.33,-8.13
14:46:38.833,-0.01,0.0,-0.0,-3.85,3.38,-8.44
14:46:38.841,-0.01,0.0,0.0,-3.67,3.36,-8.38
14:46:38.848,-0.01,0.0,0.0,-3.67,3.22,-8.53
14:46:38.855,-0.02,0.0,-0.0,-3.67,3.4,-8.54
14:46:38.862,-0.01,0.0,0.01,-3.7,3.52,-8.8
14:46:38.870,-0.02,0.0,-0.0,-3.79,3.43,-8.8
14:46:38.877,-0.01,0.0,-0.0,-3.6,3.65,-8.8
14:46:38.884,-0.02,-0.0,0.01,-3.68,3.54,-9.17
14:46:38.892,-0.02,0.0,0.01,-3.6,3.65,-9.28
14:46:38.899,-0.02,0.0,-0.01,-3.86,3.91,-9.4
14:46:38.906,-0.01,0.0,-0.01,-3.77,3.75,-9.55
14:46:38.913,-0.02,0.0,-0.01,-3.67,3.87,-9.57
14:46:38.921,-0.02,-0.0,-0.0,-3.66,3.85,-9.6
14:46:38.928,-0.01,-0.0,0.0,-3.55,3.89,-9.86
14:46:38.935,-0.02,0.01,-0.0,-3.44,4.01,-10.16
14:46:38.942,-0.02,0.0,-0.0,-3.76,4.36,-10.26
14:46:38.950,-0.01,-0.0,0.0,-3.55,4.14,-10.35
14:46:38.957,-0.02,-0.0,-0.01,-3.46,4.17,-10.56
14:46:38.964,-0.02,-0.0,-0.0,-3.51,4.41,-10.68
14:46:38.972,-0.01,0.0,0.01,-3.47,4.4,-10.9
14:46:38.979,-0.03,0.0,-0.0,-3.64,4.4,-11.06
14:46:38.986,-0.03,-0.0,0.0,-3.5,4.69,-11.06
14:46:38.993,-0.03,0.0,0.0,-3.59,4.47,-11.3
14:46:39.001,-0.03,-0.0,-0.01,-3.44,4.6,-11.44
14:46:39.008,-0.04,0.01,-0.01,-3.54,4.48,-11.54
14:46:39.015,-0.04,-0.01,-0.01,-3.44,4.51,-11.54
14:46:39.022,-0.05,-0.0,-0.0,-3.48,4.47,-11.6
14:46:39.030,-0.05,0.0,-0.0,-3.49,4.66,-11.73
14:46:39.037,-0.05,-0.0,-0.01,-3.55,4.79,-11.8
14:46:39.044,-0.06,-0.01,-0.01,-3.59,4.89,-11.79
14:46:39.051,-0.06,-0.0,-0.01,-3.5,4.65,-11.76
14:46:39.059,-0.07,-0.0,-0.02,-3.53,4.62,-11.92
14:46:39.066,-0.07,-0.0,-0.01,-3.64,4.72,-11.8
14:46:39.073,-0.07,-0.0,-0.01,-3.48,4.7,-11.85
14:46:39.080,-0.07,0.0,-0.01,-3.63,4.81,-11.77
14:46:39.088,-0.07,-0.0,-0.01,-3.53,4.79,-11.88
14:46:39.095,-0.08,-0.0,-0.01,-3.67,4.72,-11.72
14:46:39.102,-0.08,-0.0,0.01,-3.46,4.69,-11.93
14:46:39.110,-0.08,0.0,-0.0,-3.51,4.45,-11.73
14:46:39.117,-0.08,-0.0,-0.01,-3.44,4.52,-11.7
14:46:39.124,-0.1,-0.0,-0.01,-3.48,4.58,-11.46
14:46:39.131,-0.1,-0.0,-0.02,-3.5,4.3,-11.49
14:46:39.139,-0.1,-0.01,-0.01,-3.56,4.46,-11.28
14:46:39.146,-0.11,0.0,-0.02,-3.56,4.2,-11.14
14:46:39.153,-0.12,-0.0,-0.02,-3.55,4.26,-10.83
14:46:39.160,-0.13,0.0,-0.01,-3.68,6.03,-10.64
14:46:39.168,-0.13,-0.0,-0.0,-3.52,3.79,-10.31
14:46:39.175,-0.13,0.0,-0.02,-3.69,3.63,-10.06
14:46:39.182,-0.14,-0.0,-0.01,-3.76,3.63,-9.59
14:46:39.190,-0.14,-0.0,-0.02,-3.77,3.6,-9.39
14:46:39.197,-0.15,-0.01,-0.02,-3.89,3.23,-8.91
14:46:39.204,-0.16,-0.0,-0.02,-3.82,3.17,-8.6
14:46:39.211,-0.17,-0.0,-0.02,-3.64,2.98,-8.03
14:46:39.219,-0.16,0.0,-0.02,-3.85,2.72,-7.6
14:46:39.226,-0.18,-0.0,-0.01,-3.76,2.52,-7.11
14:46:39.233,-0.17,0.0,-0.02,-1.96,2.57,-6.72
14:46:39.241,-0.17,-0.0,-0.01,-3.86,2.22,-6.33
14:46:39.248,-0.17,-0.0,-0.0,-4.21,0.27,-5.99
14:46:39.255,-0.17,0.0,-0.01,-4.13,1.83,-5.66
14:46:39.263,-0.16,-0.01,-0.01,-4.14,1.89,-5.36
14:46:39.270,-0.17,-0.02,-0.02,-4.15,1.81,-5.0
14:46:39.277,-0.17,-0.0,-0.01,-4.29,1.62,-4.33
14:46:39.284,-0.15,0.01,-0.01,-4.15,1.49,-4.09
14:46:39.292,-0.16,-0.0,-0.02,-4.27,1.14,-3.84
14:46:39.299,-0.15,0.01,-0.03,-4.54,1.05,-3.26
14:46:39.306,-0.17,-0.02,-0.0,-4.47,0.84,-2.65
14:46:39.313,-0.19,-0.01,0.0,-4.46,0.44,-2.17
14:46:39.321,-0.18,0.01,-0.02,-4.45,0.15,-1.64
14:46:39.328,-0.17,0.0,-0.03,-4.42,-0.09,-1.44
14:46:39.335,-0.19,0.0,-0.03,-4.54,-0.15,-0.83
